"0006965051","20160630","192947",""
"0005615432","20160630","193004",""
"0001139257","20160630","194125",""
"0005631998","20160701","053851",""
"0005524752","20160701","053905",""
"0000541142","20160701","053938",""
"0003348884","20160701","054030",""
"0004961247","20160701","054042",""
"0003359809","20160701","054459",""
"0008266857","20160701","054517",""
"0006960408","20160701","054609",""
"0003352859","20160701","054620",""
"0006958374","20160701","054828",""
"0013848300","20160701","054903",""
"0003359809","20160701","055002",""
"0000804120","20160701","055038",""
"0009128161","20160701","055102",""
"0005017050","20160701","055110",""
"0000582673","20160701","055256",""
"0009140444","20160701","055409",""
"0000804120","20160701","055432",""
"0009128161","20160701","055506",""
"0007264516","20160701","055520",""
"0003506905","20160701","055655",""
"0003562504","20160701","055710",""
"0004936988","20160701","055833",""
"0009145332","20160701","055948",""
"0005524859","20160701","060209",""
"0003339073","20160701","060303",""
"0000476786","20160701","060746",""
"0003869792","20160701","074946",""
"0001139257","20160701","075416",""
"0007229746","20160701","075530",""
"0001937375","20160701","075747",""
"0007230817","20160701","081644",""
"0000814101","20160701","082230",""
"0000796605","20160701","085914",""
"0006965051","20160701","130900",""
"0003359809","20160701","134738",""
"0000476786","20160701","160529",""
"0000796605","20160701","163826",""
"0007229746","20160701","164349",""
"0001937375","20160701","172242",""
"0009841210","20160701","173447",""
"0009140444","20160701","173624",""
"0003562504","20160701","173858",""
"0003506905","20160701","173953",""
"0005017050","20160701","174029",""
"0000582673","20160701","174112",""
"0009486648","20160701","174124",""
"0003339073","20160701","174307",""
"0009145332","20160701","174338",""
"0004936988","20160701","174352",""
"0006970459","20160701","174438",""
"0007264516","20160701","174514",""
"0005524859","20160701","174530",""
"0006960408","20160701","175115",""
"0003352859","20160701","175127",""
"0009128161","20160701","175208",""
"0000541142","20160701","175440",""
"0013848300","20160701","175449",""
"0005524752","20160701","175526",""
"0008266857","20160701","175535",""
"0006958374","20160701","175640",""
"0005631998","20160701","175647",""
"0003348884","20160701","175758",""
"0000804120","20160701","180003",""
"0000814101","20160701","180735",""
"0003869792","20160701","182702",""
"0001139257","20160701","192132",""
"0006965051","20160701","193139",""
"0007230817","20160701","203945",""
"0004961247","20160701","204027",""
"0004961247","20160702","053130",""
"0003348884","20160702","053741",""
"0003359809","20160702","054352",""
"0005524752","20160702","054403",""
"0000541142","20160702","054523",""
"0000804120","20160702","054550",""
"0009128161","20160702","054737",""
"0013848300","20160702","054914",""
"0006960408","20160702","055015",""
"0005631998","20160702","055024",""
"0003352859","20160702","055037",""
"0005017050","20160702","055405",""
"0009140444","20160702","055436",""
"0000582673","20160702","055438",""
"0003506905","20160702","055445",""
"0009486648","20160702","055503",""
"0009145332","20160702","055624",""
"0003506905","20160702","055740",""
"0003562504","20160702","055750",""
"0003506905","20160702","055919",""
"0009841210","20160702","060048",""
"0003339073","20160702","060551",""
"0007264516","20160702","060621",""
"0005524859","20160702","060633",""
"0004936988","20160702","060755",""
"0006970459","20160702","060814",""
"0000476786","20160702","064052",""
"0000796605","20160702","075307",""
"0007229746","20160702","075507",""
"0001937375","20160702","075524",""
"0000814101","20160702","075827",""
"0003869792","20160702","075925",""
"0007230817","20160702","080542",""
"0001139257","20160702","082531",""
"0006965051","20160702","132954",""
"0000476786","20160702","160229",""
"0000796605","20160702","162949",""
"0001937375","20160702","173518",""
"0006958374","20160702","173832",""
"0006970459","20160702","173846",""
"0009140444","20160702","174125",""
"0003562504","20160702","174411",""
"0004936988","20160702","174628",""
"0005524859","20160702","174648",""
"0008266857","20160702","174654",""
"0000582673","20160702","174656",""
"0009486648","20160702","174743",""
"0009841210","20160702","174748",""
